disposition,recommendation,dataSetName,datasetId,link,match_dataSetName,match_datasetId,match_link,km,same_doi,same_arch,same_site,var_overlap,ts_overlap,yr_overlap,n_ts,n_ts_b,archiveType,archiveType_b,doi,doi_b
already_present,This record is already in LiPDverse. Do not ingest; add the existing dataset to the compilation through the datasetsInCompilation tab instead.,Amsoldingersee.author.1111,LC9c3ad77a17b3cf07e56736f5f75e04e4,https://lipdverse.org/data/LC9c3ad77a17b3cf07e56736f5f75e04e4,Amsoldingersee.Lotter.1985,LC8dd17a0b55e3e3ce18a6008efdef2cdd,https://lipdverse.org/data/LC8dd17a0b55e3e3ce18a6008efdef2cdd,0,TRUE,TRUE,TRUE,1,0,15400,31,31,lakesediment,lakesediment,"10.5194/essd-2022-38;lotter, a.f., 1985. amsoldingersee-late-glacial and holocene environments of a lake at the southern edge of the swiss plateau. dissertationes botanicae, 87, pp.185-208.","10.5194/essd-2022-38;lotter, a.f., 1985. amsoldingersee-late-glacial and holocene environments of a lake at the southern edge of the swiss plateau. dissertationes botanicae, 87, pp.185-208."
already_present,This record is already in LiPDverse. Do not ingest; add the existing dataset to the compilation through the datasetsInCompilation tab instead.,AndersonPond.Delcourt.1979,LC8e54a6eb642b141577a87ce71a94ed71,https://lipdverse.org/data/LC8e54a6eb642b141577a87ce71a94ed71,AndersonPond.Liu.2013,LC0bacc59a8d3ed8e1877e3e5f82ca26f7,https://lipdverse.org/data/LC0bacc59a8d3ed8e1877e3e5f82ca26f7,0,TRUE,TRUE,TRUE,1,0,25600,31,31,lakesediment,lakesediment,10.2307/1942485;10.5194/essd-2022-38,10.2307/1942485;10.5194/essd-2022-38
already_present,This record is already in LiPDverse. Do not ingest; add the existing dataset to the compilation through the datasetsInCompilation tab instead.,Ant-BerknerIsland.Mulvaney.2002,poe6t9cnB2J9vBRm9eT1,https://lipdverse.org/data/poe6t9cnB2J9vBRm9eT1,IC02MUBI,pFLh2d8Y9PJ8Ln9pZtAS,https://lipdverse.org/data/pFLh2d8Y9PJ8Ln9pZtAS,0,FALSE,TRUE,FALSE,1,0,992,2,2,glacierice,glacierice,10.3189/172756402781817176;10.3189/172756404781814104,10.3189/172756402781817176
already_present,This record is already in LiPDverse. Do not ingest; add the existing dataset to the compilation through the datasetsInCompilation tab instead.,Ant-CoastalDML.Thamban.2012,LCovUrW0O41B76lZlRLl,https://lipdverse.org/data/LCovUrW0O41B76lZlRLl,IC11LAB4,Dmc2ShXDaHSjvH5sH5Yg,https://lipdverse.org/data/Dmc2ShXDaHSjvH5sH5Yg,0,FALSE,TRUE,FALSE,1,0,461,2,2,glacierice,glacierice,10.1007/978-3-642-28845-6_5,10.1177/0959683610374886
already_present,This record is already in LiPDverse. Do not ingest; add the existing dataset to the compilation through the datasetsInCompilation tab instead.,Ant-DomeC.Stenni.2001,3FTQDaZOXoRPzsvvMX9i,https://lipdverse.org/data/3FTQDaZOXoRPzsvvMX9i,IC01JO01,Ka6CPveuBxXrFfVWExwd,https://lipdverse.org/data/Ka6CPveuBxXrFfVWExwd,0,FALSE,TRUE,FALSE,1,0,1916,2,2,glacierice,glacierice,10.1126/science.1059702,10.1029/2000gl012243
already_present,"This record is already in LiPDverse, and the incoming file covers a longer period. Update the existing dataset from it rather than adding a second copy.",Ant-DomeF1993.Uemura.2014,PNCv1aEPr91sxpBUuGVF,https://lipdverse.org/data/PNCv1aEPr91sxpBUuGVF,Ant-DomeF2001.Uemura.2008,x7PRgy7ZK18MA1CMjWx9,https://lipdverse.org/data/x7PRgy7ZK18MA1CMjWx9,0,FALSE,TRUE,FALSE,1,0,772,2,2,glacierice,glacierice,10.5194/tcd-8-769-2014,10.1016/j.quageo.2008.01.003
already_present,This record is already in LiPDverse. Do not ingest; add the existing dataset to the compilation through the datasetsInCompilation tab instead.,Ant-DomeF1993.Uemura.2014,PNCv1aEPr91sxpBUuGVF,https://lipdverse.org/data/PNCv1aEPr91sxpBUuGVF,IC07KADF,QVo1slUJ5Zj8d0woMruy,https://lipdverse.org/data/QVo1slUJ5Zj8d0woMruy,0,FALSE,TRUE,TRUE,1,0,1043,2,2,glacierice,glacierice,10.5194/tcd-8-769-2014,"10.1016/j.polar.2011.08.001;10.1038/nature01525, 10.1038/nature06015, 10.1016/j.polar.2011.08.001, 10.5194/tcd-8-769-2014"
already_present,"This record is already in LiPDverse, and the incoming file covers a longer period. Update the existing dataset from it rather than adding a second copy.",Ant-DomeF1993.Uemura.2014,PNCv1aEPr91sxpBUuGVF,https://lipdverse.org/data/PNCv1aEPr91sxpBUuGVF,IC08HODF,cfs4ydXYTXUkKS2U2xPQ,https://lipdverse.org/data/cfs4ydXYTXUkKS2U2xPQ,0,FALSE,TRUE,FALSE,1,0,772,2,2,glacierice,glacierice,10.5194/tcd-8-769-2014,"10.1016/j.polar.2011.08.001;10.1038/nature01525, 10.1038/nature06015, 10.1016/j.polar.2011.08.001, 10.5194/tcd-8-769-2014"
already_present,This record is already in LiPDverse. Do not ingest; add the existing dataset to the compilation through the datasetsInCompilation tab instead.,Ant-DomeF2001.Uemura.2008,x7PRgy7ZK18MA1CMjWx9,https://lipdverse.org/data/x7PRgy7ZK18MA1CMjWx9,IC07KADF,QVo1slUJ5Zj8d0woMruy,https://lipdverse.org/data/QVo1slUJ5Zj8d0woMruy,0,FALSE,TRUE,FALSE,1,0,772,2,2,glacierice,glacierice,10.1016/j.quageo.2008.01.003,"10.1016/j.polar.2011.08.001;10.1038/nature01525, 10.1038/nature06015, 10.1016/j.polar.2011.08.001, 10.5194/tcd-8-769-2014"
already_present,This record is already in LiPDverse. Do not ingest; add the existing dataset to the compilation through the datasetsInCompilation tab instead.,Ant-DomeF2001.Uemura.2008,x7PRgy7ZK18MA1CMjWx9,https://lipdverse.org/data/x7PRgy7ZK18MA1CMjWx9,IC08HODF,cfs4ydXYTXUkKS2U2xPQ,https://lipdverse.org/data/cfs4ydXYTXUkKS2U2xPQ,0,FALSE,TRUE,TRUE,1,0,1180,2,2,glacierice,glacierice,10.1016/j.quageo.2008.01.003,"10.1016/j.polar.2011.08.001;10.1038/nature01525, 10.1038/nature06015, 10.1016/j.polar.2011.08.001, 10.5194/tcd-8-769-2014"
already_present,This record is already in LiPDverse. Do not ingest; add the existing dataset to the compilation through the datasetsInCompilation tab instead.,Ant-Ferrigno.Thomas.2013,Acl16WGUmuwgaTn0DsIP,https://lipdverse.org/data/Acl16WGUmuwgaTn0DsIP,IC13THFE,LwfxaGBfNbxjKgAKqgBg,https://lipdverse.org/data/LwfxaGBfNbxjKgAKqgBg,0,TRUE,TRUE,TRUE,1,0,307,2,2,glacierice,glacierice,10.1002/2013gl057782,10.1002/2013gl057782
already_present,This record is already in LiPDverse. Do not ingest; add the existing dataset to the compilation through the datasetsInCompilation tab instead.,Ant-PlateauRemote.Mosley-Thompson.2013,K3QoHtgVMnlBGxMMoDQy,https://lipdverse.org/data/K3QoHtgVMnlBGxMMoDQy,IC00COPR,EqJSbxBZGWW5FLpP3MSS,https://lipdverse.org/data/EqJSbxBZGWW5FLpP3MSS,0,FALSE,TRUE,TRUE,1,0,1984,2,2,glacierice,glacierice,10.1038/ngeo1797,10.1006/qres.2000.2172;10.1007/978-3-642-61113-1_13
already_present,This record is already in LiPDverse. Do not ingest; add the existing dataset to the compilation through the datasetsInCompilation tab instead.,Ant-SipleStation.Mosley-Thompson.1990,TFKKwbKaEuCe4lzTPX7y,https://lipdverse.org/data/TFKKwbKaEuCe4lzTPX7y,IC96MOSS,UkgxiPcXG48HzFijtZso,https://lipdverse.org/data/UkgxiPcXG48HzFijtZso,0,FALSE,TRUE,TRUE,1,0,566,2,2,glacierice,glacierice,no doi,10.3189/s0260305500008570
already_present,This record is already in LiPDverse. Do not ingest; add the existing dataset to the compilation through the datasetsInCompilation tab instead.,Ant-SiteDML07.Graf.2002,CbdSgVTeD8IJk8TrcLFW,https://lipdverse.org/data/CbdSgVTeD8IJk8TrcLFW,IC02GR07,Ch8UMmeq6MNzpLurAIHx,https://lipdverse.org/data/Ch8UMmeq6MNzpLurAIHx,0,TRUE,TRUE,FALSE,1,0,994,2,2,glacierice,glacierice,10.3189/172756402781816492,10.3189/172756402781816492
already_present,This record is already in LiPDverse. Do not ingest; add the existing dataset to the compilation through the datasetsInCompilation tab instead.,Ant-SiteDML17.Graf.2002,qchpp02XIc2KRJfek3rt,https://lipdverse.org/data/qchpp02XIc2KRJfek3rt,IC02GR17,x3Ps5JaMgdIxN7zYobFB,https://lipdverse.org/data/x3Ps5JaMgdIxN7zYobFB,0,TRUE,TRUE,FALSE,1,0,997,2,2,glacierice,glacierice,10.3189/172756402781816492,10.3189/172756402781816492
already_present,This record is already in LiPDverse. Do not ingest; add the existing dataset to the compilation through the datasetsInCompilation tab instead.,Ant-TALDICE.Stenni.2010,eHwluxxK7Otp0W2H8fyw,https://lipdverse.org/data/eHwluxxK7Otp0W2H8fyw,IC11STTA,iMAqMz6iqMFUTeC1uJuH,https://lipdverse.org/data/iMAqMz6iqMFUTeC1uJuH,0,FALSE,TRUE,FALSE,1,0,1987,2,2,glacierice,glacierice,10.1038/ngeo1026,10.1038/ngeo1026;10.5194/cp-8-509-2012
already_present,This record is already in LiPDverse. Do not ingest; add the existing dataset to the compilation through the datasetsInCompilation tab instead.,Ant-TalosDome.Stenni.2002,q60YD3YKBMLvhKaCVgMH,https://lipdverse.org/data/q60YD3YKBMLvhKaCVgMH,IC02STTA,TPXEOOTBiRuQufqcW2dK,https://lipdverse.org/data/TPXEOOTBiRuQufqcW2dK,0,TRUE,TRUE,FALSE,1,0,763,2,2,glacierice,glacierice,10.1029/2000jd000317,10.1029/2000jd000317
already_present,"This record is already in LiPDverse, and the incoming file covers a longer period. Update the existing dataset from it rather than adding a second copy.",Ant-US-ITASE-2002-4.Steig.2013,8hHE7IDEnhpHOFYGWktB,https://lipdverse.org/data/8hHE7IDEnhpHOFYGWktB,IC13ST24,kbiUEn0EORieayszOvQK,https://lipdverse.org/data/kbiUEn0EORieayszOvQK,0,FALSE,TRUE,TRUE,1,0,409,2,2,glacierice,glacierice,10.1038/ngeo1778;10.1073/pnas.0803627105,10.1007/s00382-012-1460-7;10.1038/ngeo1778
already_present,This record is already in LiPDverse. Do not ingest; add the existing dataset to the compilation through the datasetsInCompilation tab instead.,Ant-WDC05A.Steig.2013,ALUv7ETq7oKrN8g3SjoV,https://lipdverse.org/data/ALUv7ETq7oKrN8g3SjoV,IC13STWD,ZLrwrdOy34w6brYcOld8,https://lipdverse.org/data/ZLrwrdOy34w6brYcOld8,0,TRUE,TRUE,TRUE,1,0,1219,2,4,glacierice,glacierice,10.1038/ngeo1778,10.1038/ngeo1778
already_present,"This record is already in LiPDverse, and the incoming file covers a longer period. Update the existing dataset from it rather than adding a second copy.",AralLake.Aleshinskaya.1996,LCda0f3ac308bca2ab3fb999012dcb55a3,https://lipdverse.org/data/LCda0f3ac308bca2ab3fb999012dcb55a3,HuguangyanMaarlake.Mingram.2004,LC5e2a28fe5a61d88ce98bd8c1f2d6373f,https://lipdverse.org/data/LC5e2a28fe5a61d88ce98bd8c1f2d6373f,0,FALSE,TRUE,FALSE,1,0,14270,31,31,lakesediment,lakesediment,"10.5194/essd-2022-38;aleshinskaya, z.v., tarasov, p.e. and harrison, s.p., 1996. aral sea, kazakhstan-uzbekistan. lake status records fsu and mongolia (pp.108-114).","10.5194/essd-2022-38;mingram, j., schettler, g., nowaczyk, n., luo, x., lu, h., liu, j. and negendank, j.f., 2004. the huguang maar lake-a high-resolution record of palaeoenvironmental and palaeoclimatic changes over the last 78,000 years from south china. quaternary international, 122(1), pp.85-107."
already_present,"This record is already in LiPDverse, and the incoming file covers a longer period. Update the existing dataset from it rather than adding a second copy.",Arc-Agassiz.Vinther.2008,TlyrPuoYdCjvokqD1Jzn,https://lipdverse.org/data/TlyrPuoYdCjvokqD1Jzn,IC08VI77,WBBdkDkWLm8t5fbT2nwl,https://lipdverse.org/data/WBBdkDkWLm8t5fbT2nwl,0,TRUE,TRUE,FALSE,1,0,1940,2,2,glacierice,glacierice,10.1029/2007jd009143,10.1029/2007jd009143
already_present,"This record is already in LiPDverse, and the incoming file covers a longer period. Update the existing dataset from it rather than adding a second copy.",Arc-Agassiz.Vinther.2008,TlyrPuoYdCjvokqD1Jzn,https://lipdverse.org/data/TlyrPuoYdCjvokqD1Jzn,IC08VI79,BLvOe16MMifbxApVJ52E,https://lipdverse.org/data/BLvOe16MMifbxApVJ52E,0,TRUE,TRUE,FALSE,1,0,1940,2,2,glacierice,glacierice,10.1029/2007jd009143,10.1029/2007jd009143
already_present,"This record is already in LiPDverse, and the incoming file covers a longer period. Update the existing dataset from it rather than adding a second copy.",Arc-Agassiz.Vinther.2008,TlyrPuoYdCjvokqD1Jzn,https://lipdverse.org/data/TlyrPuoYdCjvokqD1Jzn,IC08VI84,Ct0U6MSqcLYPogvALWRw,https://lipdverse.org/data/Ct0U6MSqcLYPogvALWRw,0,TRUE,TRUE,FALSE,1,0,1940,2,2,glacierice,glacierice,10.1029/2007jd009143,10.1029/2007jd009143
already_present,"This record is already in LiPDverse, and the incoming file covers a longer period. Update the existing dataset from it rather than adding a second copy.",Arc-Agassiz.Vinther.2008,TlyrPuoYdCjvokqD1Jzn,https://lipdverse.org/data/TlyrPuoYdCjvokqD1Jzn,IC08VI87,S1KWoqLbFrZxh8ihjRWm,https://lipdverse.org/data/S1KWoqLbFrZxh8ihjRWm,0,TRUE,TRUE,FALSE,1,0,1940,2,2,glacierice,glacierice,10.1029/2007jd009143,10.1029/2007jd009143
already_present,This record is already in LiPDverse. Do not ingest; add the existing dataset to the compilation through the datasetsInCompilation tab instead.,Arc-Agassiz.Vinther.2008,TlyrPuoYdCjvokqD1Jzn,https://lipdverse.org/data/TlyrPuoYdCjvokqD1Jzn,IC09KA79,xi6DpX7WhRWewkGSfaTC,https://lipdverse.org/data/xi6DpX7WhRWewkGSfaTC,0,FALSE,TRUE,FALSE,1,0,1972,2,2,glacierice,glacierice,10.1029/2007jd009143,10.1126/science.1173983;10.1177/095968369500500103
already_present,"This record is already in LiPDverse, and the incoming file covers a longer period. Update the existing dataset from it rather than adding a second copy.",Arc-Agassiz.Vinther.2008,TlyrPuoYdCjvokqD1Jzn,https://lipdverse.org/data/TlyrPuoYdCjvokqD1Jzn,IC09VIA8,Mj3xD1TIKGBoa4UoxtMG,https://lipdverse.org/data/Mj3xD1TIKGBoa4UoxtMG,0,FALSE,TRUE,FALSE,1,0,1960,2,2,glacierice,glacierice,10.1029/2007jd009143,10.1038/nature08355
already_present,This record is already in LiPDverse. Do not ingest; add the existing dataset to the compilation through the datasetsInCompilation tab instead.,Arc-Agassiz.Vinther.2008,TlyrPuoYdCjvokqD1Jzn,https://lipdverse.org/data/TlyrPuoYdCjvokqD1Jzn,IC95FI87,CKntJjdu9ZwChJkOK3rK,https://lipdverse.org/data/CKntJjdu9ZwChJkOK3rK,0,FALSE,TRUE,FALSE,1,0,657,2,2,glacierice,glacierice,10.1029/2007jd009143,10.1177/095968369500500103
already_present,This record is already in LiPDverse. Do not ingest; add the existing dataset to the compilation through the datasetsInCompilation tab instead.,Arc-CampCentury.Fisher.1969,8ootjd77wH2v9oom2a9c,https://lipdverse.org/data/8ootjd77wH2v9oom2a9c,IC09VICC,7RPcK2E3LwPQBc9L1O0O,https://lipdverse.org/data/7RPcK2E3LwPQBc9L1O0O,0,FALSE,TRUE,TRUE,1,0,725,2,2,glacierice,glacierice,10.1126/science.166.3903.377,10.1038/nature08355
already_present,This record is already in LiPDverse. Do not ingest; add the existing dataset to the compilation through the datasetsInCompilation tab instead.,Arc-DevonIceCap.Fisher.1983,kJUwUVCsDvqgdg1d0Zn1,https://lipdverse.org/data/kJUwUVCsDvqgdg1d0Zn1,IC76FIDE,ZZtjaByzW0WcicOQM2wE,https://lipdverse.org/data/ZZtjaByzW0WcicOQM2wE,0,TRUE,TRUE,TRUE,1,0,1970,2,4,glacierice,glacierice,10.1038/301205a0,10.1038/301205a0
already_present,"This record is already in LiPDverse, and the incoming file covers a longer period. Update the existing dataset from it rather than adding a second copy.",Arc-Dye.Vinther.2010,VRDXXchN2XXECSPwZFma,https://lipdverse.org/data/VRDXXchN2XXECSPwZFma,IC06VID3,Xry2CCsPr5tIjfiXclfQ,https://lipdverse.org/data/Xry2CCsPr5tIjfiXclfQ,0,FALSE,TRUE,FALSE,1,0,1959,2,2,glacierice,glacierice,10.1016/j.quascirev.2009.11.002,10.1029/2005jd006921
already_present,"This record is already in LiPDverse, and the incoming file covers a longer period. Update the existing dataset from it rather than adding a second copy.",Arc-Dye.Vinther.2010,VRDXXchN2XXECSPwZFma,https://lipdverse.org/data/VRDXXchN2XXECSPwZFma,IC09KAD3,B6pCttsCzPnPsrLI2GNz,https://lipdverse.org/data/B6pCttsCzPnPsrLI2GNz,0,FALSE,TRUE,FALSE,1,0,1973,2,2,glacierice,glacierice,10.1016/j.quascirev.2009.11.002,10.1126/science.1173983
already_present,This record is already in LiPDverse. Do not ingest; add the existing dataset to the compilation through the datasetsInCompilation tab instead.,Arc-Dye.Vinther.2010,VRDXXchN2XXECSPwZFma,https://lipdverse.org/data/VRDXXchN2XXECSPwZFma,IC10VID3,jo1OWhzdgTYgiemT2oQT,https://lipdverse.org/data/jo1OWhzdgTYgiemT2oQT,0,TRUE,TRUE,FALSE,1,0,1977,2,10,glacierice,glacierice,10.1016/j.quascirev.2009.11.002,10.1016/j.quascirev.2009.11.002
already_present,This record is already in LiPDverse. Do not ingest; add the existing dataset to the compilation through the datasetsInCompilation tab instead.,Arc-GRIP.Vinther.2010,ExOywYn6dUogGOlyPWnd,https://lipdverse.org/data/ExOywYn6dUogGOlyPWnd,IC10VIGR,pI33SEGBhVInfAyd6AlS,https://lipdverse.org/data/pI33SEGBhVInfAyd6AlS,0,TRUE,TRUE,TRUE,1,0,1978,2,2,glacierice,glacierice,10.1016/j.quascirev.2009.11.002,10.1016/j.quascirev.2009.11.002
already_present,"This record is already in LiPDverse, and the incoming file covers a longer period. Update the existing dataset from it rather than adding a second copy.",Arc-NGRIP1.Vinther.2006,n7igHZJHA3NRMh10liqx,https://lipdverse.org/data/n7igHZJHA3NRMh10liqx,IC06VING,Ftzl8h9MEcq8jEri2VsC,https://lipdverse.org/data/Ftzl8h9MEcq8jEri2VsC,0,TRUE,TRUE,FALSE,1,0,1960,2,2,glacierice,glacierice,10.1029/2005jd006921,10.1029/2005jd006921
already_present,This record is already in LiPDverse. Do not ingest; add the existing dataset to the compilation through the datasetsInCompilation tab instead.,Arc-NGRIP1.Vinther.2006,n7igHZJHA3NRMh10liqx,https://lipdverse.org/data/n7igHZJHA3NRMh10liqx,IC09KANG,WC56sytA9hJN4DaQvFkh,https://lipdverse.org/data/WC56sytA9hJN4DaQvFkh,0,FALSE,TRUE,FALSE,1,0,1995,2,2,glacierice,glacierice,10.1029/2005jd006921,10.1126/science.1173983
already_present,This record is already in LiPDverse. Do not ingest; add the existing dataset to the compilation through the datasetsInCompilation tab instead.,Arc-PennyIceCapP96.Fisher.1998,pDMXNZOQI8jgS1m8dQTL,https://lipdverse.org/data/pDMXNZOQI8jgS1m8dQTL,IC98FIPE,UZJmTGG4JVWxdNiMRDV5,https://lipdverse.org/data/UZJmTGG4JVWxdNiMRDV5,0,TRUE,TRUE,FALSE,1,0,1975,2,2,glacierice,glacierice,10.1126/science.279.5351.692,10.1126/science.279.5351.692
already_present,This record is already in LiPDverse. Do not ingest; add the existing dataset to the compilation through the datasetsInCompilation tab instead.,Arc-PrinceOfWales.Kinnard.2011,PE15i79cXnh9rP8flv99,https://lipdverse.org/data/PE15i79cXnh9rP8flv99,IC11KIPW,VKfDdOiP210VeZyMnd1U,https://lipdverse.org/data/VKfDdOiP210VeZyMnd1U,0,TRUE,TRUE,FALSE,1,0,1844,2,2,glacierice,glacierice,10.1038/nature10581,10.1038/nature10581
already_present,This record is already in LiPDverse. Do not ingest; add the existing dataset to the compilation through the datasetsInCompilation tab instead.,Arc-Renland.Vinther.2008,V1cK1scZqAQSpNMGThvY,https://lipdverse.org/data/V1cK1scZqAQSpNMGThvY,IC09VIRE,Ip5fl019DQSi5Ja3eBa0,https://lipdverse.org/data/Ip5fl019DQSi5Ja3eBa0,0,FALSE,TRUE,TRUE,1,0,1980,2,2,glacierice,glacierice,10.1029/2007jd009143,10.1038/nature08355
already_present,This record is already in LiPDverse. Do not ingest; add the existing dataset to the compilation through the datasetsInCompilation tab instead.,Arc-Renland.Vinther.2008,V1cK1scZqAQSpNMGThvY,https://lipdverse.org/data/V1cK1scZqAQSpNMGThvY,IC10VIRE,LbXXaHuJHiEcdEBxTGJ3,https://lipdverse.org/data/LbXXaHuJHiEcdEBxTGJ3,0,FALSE,TRUE,TRUE,1,0,192,2,3,glacierice,glacierice,10.1029/2007jd009143,10.1016/j.quascirev.2009.11.002
